date,home_team,away_team,result,b365_1,b365_x,b365_2
2022-11-08,Napoli,Empoli,1,1.25,6.5,9.5
2022-11-08,Cremonese,Milan,X,6.0,4.2,1.55
2022-11-08,Spezia,Udinese,X,4.0,3.5,1.9
2022-11-09,Torino,Sampdoria,1,1.61,3.8,5.75
2022-11-09,Inter,Bologna,1,1.28,5.75,10.0
2022-11-09,Fiorentina,Salernitana,1,1.53,4.2,6.25
2022-11-09,Lecce,Atalanta,1,4.75,3.5,1.8
2022-11-09,Sassuolo,Roma,X,3.4,3.6,2.1
2022-11-10,Verona,Juventus,2,5.0,3.8,1.66
2022-11-10,Lazio,Monza,1,1.61,4.2,5.0
2022-11-11,Empoli,Cremonese,1,2.5,3.4,2.8
2022-11-12,Napoli,Udinese,1,1.5,4.75,5.75
2022-11-12,Sampdoria,Lecce,2,2.62,3.0,3.0
2022-11-12,Bologna,Sassuolo,1,2.3,3.5,3.0
2022-11-13,Atalanta,Inter,2,3.1,3.75,2.2
2022-11-13,Monza,Salernitana,1,2.15,3.25,3.6
2022-11-13,Roma,Torino,X,1.9,3.4,4.33
2022-11-13,Verona,Spezia,2,2.1,3.4,3.6
2022-11-13,Milan,Fiorentina,1,1.7,3.8,5.0
2022-11-13,Juventus,Lazio,1,1.95,3.5,4.0
2023-01-04,Inter,Napoli,1,2.25,3.4,3.1
2023-01-04,Fiorentina,Monza,X,1.7,3.8,4.75
2023-01-04,Udinese,Empoli,X,1.6,4.2,5.75
2023-01-04,Cremonese,Juventus,2,4.75,3.8,1.67
2023-01-04,Roma,Bologna,1,1.6,3.8,5.5
2023-01-04,Lecce,Lazio,1,3.6,3.3,2.05
2023-01-04,Torino,Verona,X,1.83,3.4,4.5
2023-01-04,Spezia,Atalanta,X,4.75,3.8,1.67
2023-01-04,Sassuolo,Sampdoria,2,1.73,3.75,4.75
2023-01-04,Salernitana,Milan,2,7.0,4.33,1.45
2023-01-07,Fiorentina,Sassuolo,1,1.7,3.8,5.0
2023-01-07,Juventus,Udinese,1,1.75,3.8,4.5
2023-01-07,Monza,Inter,X,5.75,4.33,1.55
2023-01-08,Milan,Roma,X,1.83,3.6,4.33
2023-01-08,Sampdoria,Napoli,2,8.0,4.75,1.4
2023-01-08,Spezia,Lecce,X,2.6,3.1,2.9
2023-01-08,Lazio,Empoli,X,1.53,4.2,6.0
2023-01-08,Salernitana,Torino,X,3.7,3.2,2.15
2023-01-09,Verona,Cremonese,1,2.05,3.3,3.8
2023-01-09,Bologna,Atalanta,2,3.4,3.4,2.15
2023-01-13,Napoli,Juventus,1,1.91,3.5,4.0
2023-01-14,Cremonese,Monza,2,2.8,3.3,2.55
2023-01-14,Lecce,Milan,X,5.75,3.8,1.62
2023-01-14,Inter,Verona,1,1.3,5.5,9.5
2023-01-15,Atalanta,Salernitana,1,1.4,5.0,7.0
2023-01-15,Udinese,Bologna,2,1.91,3.4,4.2
2023-01-15,Roma,Fiorentina,1,1.95,3.5,4.0
2023-01-15,Sassuolo,Lazio,2,3.2,3.5,2.2
2023-01-15,Torino,Spezia,2,1.62,3.8,5.5
2023-01-16,Empoli,Sampdoria,1,2.2,3.2,3.5
2023-01-21,Verona,Lecce,1,2.38,3.1,3.2
2023-01-21,Fiorentina,Torino,2,2.1,3.3,3.6
2023-01-21,Salernitana,Napoli,2,9.5,5.75,1.29
2023-01-22,Monza,Sassuolo,X,2.2,3.4,3.3
2023-01-22,Spezia,Roma,2,4.75,3.5,1.83
2023-01-22,Sampdoria,Udinese,2,3.6,3.25,2.15
2023-01-22,Juventus,Atalanta,X,2.1,3.4,3.5
2023-01-23,Inter,Empoli,2,1.29,6.0,9.5
2023-01-23,Bologna,Cremonese,X,1.91,3.4,4.33
2023-01-24,Lazio,Milan,1,3.2,3.4,2.25
2023-01-27,Bologna,Spezia,1,1.85,3.4,4.5
2023-01-27,Lecce,Salernitana,2,1.8,3.4,4.75
2023-01-28,Empoli,Torino,X,3.25,3.1,2.4
2023-01-28,Cremonese,Inter,2,6.5,4.33,1.5
2023-01-28,Atalanta,Sampdoria,1,1.33,5.25,9.0
2023-01-29,Napoli,Roma,1,1.73,3.6,5.25
2023-01-29,Lazio,Fiorentina,X,2.1,3.4,3.6
2023-01-29,Juventus,Monza,2,1.55,4.0,6.5
2023-01-29,Milan,Sassuolo,2,1.5,4.5,6.5
2023-01-30,Udinese,Verona,X,1.8,3.75,4.33
2023-02-04,Cremonese,Lecce,2,2.63,3.1,2.8
2023-02-04,Roma,Empoli,1,1.5,4.2,6.5
2023-02-04,Sassuolo,Atalanta,1,3.75,3.6,1.91
2023-02-05,Inter,Milan,1,1.95,3.5,4.0
2023-02-05,Spezia,Napoli,2,8.0,5.25,1.36
2023-02-05,Torino,Udinese,1,2.25,3.25,3.3
2023-02-05,Fiorentina,Bologna,2,1.83,3.5,4.5
2023-02-06,Monza,Sampdoria,X,1.8,3.5,4.75
2023-02-06,Verona,Lazio,X,3.6,3.6,2.0
2023-02-07,Salernitana,Juventus,2,7.0,4.2,1.5
2023-02-10,Milan,Torino,1,1.8,3.5,4.75
2023-02-11,Empoli,Spezia,X,2.0,3.5,3.75
2023-02-11,Lecce,Roma,X,4.33,3.25,1.95
2023-02-11,Lazio,Atalanta,2,2.38,3.4,3.0
2023-02-12,Udinese,Sassuolo,X,2.0,3.6,3.6
2023-02-12,Bologna,Monza,2,2.2,3.2,3.5
2023-02-12,Juventus,Fiorentina,1,1.83,3.5,4.5
2023-02-12,Napoli,Cremonese,1,1.18,7.5,13.0
2023-02-13,Sampdoria,Inter,X,7.0,4.5,1.44
2023-02-13,Verona,Salernitana,1,1.85,3.4,4.5
2023-02-17,Sassuolo,Napoli,2,5.0,4.0,1.6
2023-02-18,Sampdoria,Bologna,2,3.25,3.1,2.38
2023-02-18,Monza,Milan,2,3.75,3.3,2.1
2023-02-18,Inter,Udinese,1,1.53,4.2,6.0
2023-02-19,Atalanta,Lecce,2,1.5,4.0,7.0
2023-02-19,Fiorentina,Empoli,X,1.6,4.0,5.75
2023-02-19,Salernitana,Lazio,2,5.5,3.75,1.7
2023-02-19,Spezia,Juventus,2,6.0,3.75,1.62
2023-02-19,Roma,Verona,1,1.65,3.6,5.75
2023-02-20,Torino,Cremonese,X,1.65,3.8,5.25
2023-02-25,Lecce,Sassuolo,2,2.45,3.25,2.9
2023-02-25,Empoli,Napoli,2,7.0,4.75,1.44
2023-02-26,Udinese,Spezia,X,1.62,3.8,5.75
2023-02-26,Milan,Atalanta,1,2.15,3.4,3.4
2023-02-26,Bologna,Inter,1,5.5,3.75,1.7
2023-02-26,Salernitana,Monza,1,3.6,3.3,2.05
2023-02-27,Verona,Fiorentina,2,3.25,3.25,2.25
2023-02-27,Lazio,Sampdoria,1,1.44,4.33,8.0
2023-02-28,Cremonese,Roma,1,5.25,3.4,1.75
2023-02-28,Juventus,Torino,1,1.73,3.4,5.5
2023-03-03,Napoli,Lazio,2,1.65,3.8,5.25
2023-03-04,Monza,Empoli,1,2.1,3.25,3.8
2023-03-04,Atalanta,Udinese,X,1.62,4.0,5.5
2023-03-04,Fiorentina,Milan,1,2.8,3.3,2.55
2023-03-05,Roma,Juventus,1,2.7,3.0,2.88
2023-03-05,Inter,Lecce,1,1.36,4.75,9.5
2023-03-05,Spezia,Verona,X,2.7,3.1,2.8
2023-03-05,Sampdoria,Salernitana,X,2.3,3.25,3.2
2023-03-06,Sassuolo,Cremonese,1,1.8,3.6,4.5
2023-03-06,Torino,Bologna,1,2.4,2.9,3.4
2023-03-10,Spezia,Inter,1,8.0,4.6,1.4
2023-03-11,Empoli,Udinese,2,3.0,3.25,2.4
2023-03-11,Napoli,Atalanta,1,1.67,4.0,5.0
2023-03-11,Bologna,Lazio,X,3.1,3.1,2.38
2023-03-12,Verona,Monza,X,2.5,3.2,2.9
2023-03-12,Juventus,Sampdoria,1,1.33,4.75,10.0
2023-03-12,Roma,Sassuolo,2,1.67,3.6,5.5
2023-03-12,Cremonese,Fiorentina,2,4.33,3.6,1.85
2023-03-12,Lecce,Torino,2,3.0,3.0,2.63
2023-03-13,Milan,Salernitana,X,1.25,6.0,11.0
2023-03-17,Sassuolo,Spezia,1,1.7,3.75,4.5
2023-03-17,Atalanta,Empoli,1,1.4,4.5,7.5
2023-03-18,Monza,Cremonese,X,1.8,3.5,4.5
2023-03-18,Salernitana,Bologna,X,3.4,3.25,2.2
2023-03-18,Udinese,Milan,1,3.5,3.4,2.15
2023-03-19,Sampdoria,Verona,1,2.88,3.1,2.45
2023-03-19,Fiorentina,Lecce,1,1.6,3.75,5.75
2023-03-19,Torino,Napoli,2,4.33,3.6,1.75
2023-03-19,Lazio,Roma,1,2.75,3.0,2.75
2023-03-19,Inter,Juventus,2,1.91,3.4,4.0
2023-04-01,Inter,Fiorentina,2,1.75,3.8,4.5
2023-04-01,Cremonese,Atalanta,2,5.5,3.8,1.67
2023-04-01,Juventus,Verona,1,1.4,4.2,9.0
2023-04-02,Monza,Lazio,2,3.8,3.3,2.05
2023-04-02,Napoli,Milan,2,1.73,3.6,5.0
2023-04-02,Spezia,Salernitana,X,2.3,3.3,3.2
2023-04-02,Bologna,Udinese,1,2.2,3.3,3.4
2023-04-02,Roma,Sampdoria,1,1.44,4.2,9.0
2023-04-03,Empoli,Lecce,1,2.45,3.1,3.1
2023-04-03,Sassuolo,Torino,X,2.4,3.3,3.0
2023-04-07,Milan,Empoli,X,1.36,4.75,9.0
2023-04-07,Lecce,Napoli,2,5.75,3.6,1.65
2023-04-07,Salernitana,Inter,X,7.5,4.5,1.45
2023-04-08,Udinese,Monza,X,2.0,3.5,3.8
2023-04-08,Fiorentina,Spezia,X,1.4,4.5,8.5
2023-04-08,Atalanta,Bologna,2,1.65,3.8,5.5
2023-04-08,Sampdoria,Cremonese,2,2.38,3.25,3.2
2023-04-08,Torino,Roma,2,3.4,3.0,2.38
2023-04-08,Verona,Sassuolo,1,2.63,3.3,2.7
2023-04-08,Lazio,Juventus,1,2.75,2.9,2.9
2023-04-14,Spezia,Lazio,2,5.25,3.6,1.7
2023-04-14,Cremonese,Empoli,1,2.45,3.3,2.88
2023-04-15,Bologna,Milan,X,3.1,3.1,2.45
2023-04-15,Napoli,Verona,X,1.53,4.0,6.5
2023-04-15,Inter,Monza,2,1.44,4.5,7.5
2023-04-16,Lecce,Sampdoria,X,1.95,3.2,4.33
2023-04-16,Torino,Salernitana,X,1.73,3.5,5.25
2023-04-16,Sassuolo,Juventus,1,3.8,3.5,2.0
2023-04-16,Roma,Udinese,1,1.85,3.4,4.5
2023-04-17,Fiorentina,Atalanta,X,2.4,3.4,2.9
2023-04-21,Verona,Bologna,1,2.75,3.0,2.8
2023-04-22,Sampdoria,Spezia,X,2.55,3.2,2.88
2023-04-22,Lazio,Torino,2,1.83,3.4,4.75
2023-04-22,Salernitana,Sassuolo,1,3.1,3.5,2.25
2023-04-23,Empoli,Inter,2,6.5,4.2,1.53
2023-04-23,Monza,Fiorentina,1,3.7,3.4,2.05
2023-04-23,Udinese,Cremonese,1,1.7,3.8,5.0
2023-04-23,Milan,Lecce,1,1.5,4.2,7.0
2023-04-23,Juventus,Napoli,2,2.88,3.1,2.6
2023-04-24,Atalanta,Roma,1,2.3,3.25,3.2
2023-04-28,Lecce,Udinese,1,2.45,3.0,3.2
2023-04-28,Spezia,Monza,2,2.8,3.3,2.55
2023-04-29,Roma,Milan,X,2.75,3.0,2.75
2023-04-29,Torino,Atalanta,2,2.88,3.3,2.45
2023-04-30,Sassuolo,Empoli,1,1.75,3.8,4.5
2023-04-30,Napoli,Salernitana,X,1.22,6.5,12.0
2023-04-30,Bologna,Juventus,X,3.4,3.3,2.2
2023-04-30,Inter,Lazio,1,1.8,3.6,4.5
2023-04-30,Fiorentina,Sampdoria,1,1.33,5.25,9.0
2023-04-30,Cremonese,Verona,X,3.0,3.3,2.45
2023-05-03,Verona,Inter,2,5.5,3.75,1.67
2023-05-03,Milan,Cremonese,X,1.33,5.0,9.5
2023-05-03,Monza,Roma,X,3.75,3.1,2.15
2023-05-03,Lazio,Sassuolo,1,1.67,4.0,5.0
2023-05-03,Sampdoria,Torino,2,4.2,3.4,1.91
2023-05-03,Salernitana,Fiorentina,X,4.75,3.75,1.73
2023-05-03,Juventus,Lecce,1,1.6,3.8,6.0
2023-05-03,Atalanta,Spezia,1,1.36,5.0,8.0
2023-05-04,Empoli,Bologna,1,2.9,3.2,2.55
2023-05-04,Udinese,Napoli,X,4.75,3.6,1.75
2023-05-06,Milan,Lazio,1,1.95,3.4,4.0
2023-05-06,Roma,Inter,2,3.1,3.1,2.45
2023-05-06,Cremonese,Spezia,1,2.35,3.4,3.0
2023-05-07,Lecce,Verona,2,2.2,3.0,3.75
2023-05-07,Napoli,Fiorentina,1,1.8,3.8,4.33
2023-05-07,Torino,Monza,X,2.0,3.3,4.0
2023-05-07,Atalanta,Juventus,2,2.3,3.4,3.1
2023-05-08,Empoli,Salernitana,1,2.2,3.1,3.6
2023-05-08,Udinese,Sampdoria,1,1.5,4.33,6.5
2023-05-08,Sassuolo,Bologna,X,2.3,3.5,3.0
2023-05-12,Lazio,Lecce,X,1.7,3.5,5.5
2023-05-13,Salernitana,Atalanta,1,4.75,4.2,1.65
2023-05-13,Spezia,Milan,1,4.2,3.5,1.91
2023-05-13,Inter,Sassuolo,1,1.4,5.0,7.0
2023-05-14,Juventus,Cremonese,1,1.36,4.75,9.0
2023-05-14,Bologna,Roma,X,3.1,3.1,2.45
2023-05-14,Monza,Napoli,1,4.75,3.75,1.73
2023-05-14,Verona,Torino,2,2.4,3.1,3.2
2023-05-14,Fiorentina,Udinese,1,1.95,3.6,3.8
2023-05-15,Sampdoria,Empoli,X,3.2,3.3,2.3
2023-05-19,Sassuolo,Monza,2,2.15,3.6,3.2
2023-05-20,Cremonese,Bologna,2,2.88,3.4,2.4
2023-05-20,Atalanta,Verona,1,1.53,4.2,6.0
2023-05-20,Milan,Sampdoria,1,1.17,7.5,17.0
2023-05-21,Napoli,Inter,1,2.9,3.3,2.45
2023-05-21,Lecce,Spezia,X,2.2,3.1,3.6
2023-05-21,Torino,Fiorentina,X,1.95,3.4,4.2
2023-05-21,Udinese,Lazio,2,3.8,3.4,2.0
2023-05-22,Roma,Salernitana,X,1.45,4.2,7.5
2023-05-22,Empoli,Juventus,1,5.5,3.75,1.65
2023-05-26,Sampdoria,Sassuolo,X,3.8,4.1,1.83
2023-05-27,Fiorentina,Roma,1,2.05,3.5,3.6
2023-05-27,Spezia,Torino,2,2.38,3.25,3.1
2023-05-27,Inter,Atalanta,1,1.83,3.8,4.0
2023-05-27,Salernitana,Udinese,1,2.7,3.5,2.55
2023-05-28,Monza,Lecce,2,2.45,3.3,2.9
2023-05-28,Bologna,Napoli,X,3.4,3.3,2.2
2023-05-28,Lazio,Cremonese,1,1.22,6.5,12.0
2023-05-28,Verona,Empoli,X,1.7,3.8,5.0
2023-05-28,Juventus,Milan,2,2.3,3.4,3.1
2023-06-02,Sassuolo,Fiorentina,2,2.6,3.75,2.5
2023-06-03,Torino,Inter,2,2.3,3.5,3.0
2023-06-03,Empoli,Lazio,2,3.25,3.75,2.1
2023-06-03,Cremonese,Salernitana,1,2.6,3.6,2.5
2023-06-04,Roma,Spezia,1,1.95,3.6,3.8
2023-06-04,Udinese,Juventus,2,3.8,3.5,1.95
2023-06-04,Milan,Verona,1,1.73,4.0,4.5
2023-06-04,Atalanta,Monza,1,1.57,4.5,5.0
2023-06-04,Napoli,Sampdoria,1,1.18,7.0,13.0
2023-06-04,Lecce,Bologna,2,2.75,3.5,2.45
2023-08-19,Empoli,Verona,2,2.25,3.2,3.3
2023-08-19,Frosinone,Napoli,2,8.5,5.0,1.36
2023-08-19,Genoa,Fiorentina,2,3.4,3.25,2.2
2023-08-19,Inter,Monza,1,1.4,5.0,7.0
2023-08-20,Lecce,Lazio,1,3.6,3.3,2.1
2023-08-20,Udinese,Juventus,2,4.33,3.6,1.83
2023-08-20,Sassuolo,Atalanta,2,3.5,3.4,2.1
2023-08-20,Roma,Salernitana,X,1.53,4.0,6.5
2023-08-21,Torino,Cagliari,X,1.67,3.75,5.25
2023-08-21,Bologna,Milan,2,4.0,3.4,1.95
2023-08-26,Frosinone,Atalanta,1,5.0,4.0,1.67
2023-08-26,Monza,Empoli,1,1.91,3.5,4.2
2023-08-26,Milan,Torino,1,1.65,3.8,5.0
2023-08-26,Verona,Roma,1,4.33,3.5,1.83
2023-08-27,Lazio,Genoa,2,1.55,4.0,6.0
2023-08-27,Napoli,Sassuolo,1,1.33,5.5,8.5
2023-08-27,Fiorentina,Lecce,X,1.57,4.2,5.75
2023-08-27,Juventus,Bologna,X,1.5,4.5,6.0
2023-08-28,Salernitana,Udinese,X,2.7,3.2,2.63
2023-08-28,Cagliari,Inter,2,7.5,4.5,1.44
2023-09-01,Roma,Milan,2,2.8,3.1,2.63
2023-09-01,Sassuolo,Verona,1,2.0,3.6,3.75
2023-09-02,Atalanta,Monza,1,1.62,4.0,5.25
2023-09-02,Udinese,Frosinone,X,1.8,3.6,4.5
2023-09-02,Napoli,Lazio,2,1.62,4.0,5.5
2023-09-02,Bologna,Cagliari,1,1.7,3.75,5.0
2023-09-03,Lecce,Salernitana,1,2.0,3.3,4.0
2023-09-03,Empoli,Juventus,2,5.25,3.8,1.67
2023-09-03,Torino,Genoa,1,2.0,3.3,4.0
2023-09-03,Inter,Fiorentina,1,1.65,3.8,5.25
2023-09-16,Juventus,Lazio,1,1.91,3.4,4.33
2023-09-16,Inter,Milan,1,2.15,3.5,3.4
2023-09-16,Genoa,Napoli,X,5.5,3.8,1.67
2023-09-17,Roma,Empoli,1,1.44,4.5,7.5
2023-09-17,Monza,Lecce,X,2.1,3.4,3.5
2023-09-17,Fiorentina,Atalanta,1,2.38,3.5,2.88
2023-09-17,Cagliari,Udinese,X,2.88,3.3,2.5
2023-09-17,Frosinone,Sassuolo,1,2.8,3.4,2.5
2023-09-18,Salernitana,Torino,2,3.6,3.25,2.2
2023-09-18,Verona,Bologna,X,3.1,3.3,2.38
2023-09-22,Salernitana,Frosinone,X,2.5,3.2,2.9
2023-09-22,Lecce,Genoa,1,2.45,3.2,3.1
2023-09-23,Sassuolo,Juventus,1,4.0,4.0,1.8
2023-09-23,Milan,Verona,1,1.36,4.75,9.0
2023-09-23,Lazio,Monza,X,1.8,3.8,4.2
2023-09-24,Atalanta,Cagliari,1,1.4,5.0,8.0
2023-09-24,Torino,Roma,X,3.1,2.9,2.6
2023-09-24,Udinese,Fiorentina,2,3.2,3.5,2.25
2023-09-24,Empoli,Inter,2,9.0,5.25,1.33
2023-09-24,Bologna,Napoli,X,3.75,3.6,1.91
2023-09-26,Juventus,Lecce,1,1.5,4.2,7.0
2023-09-27,Cagliari,Milan,2,5.25,3.8,1.67
2023-09-27,Empoli,Salernitana,1,2.3,3.3,3.2
2023-09-27,Verona,Atalanta,2,4.2,3.75,1.83
2023-09-27,Inter,Sassuolo,2,1.33,5.5,8.0
2023-09-27,Lazio,Torino,1,2.15,3.25,3.5
2023-09-27,Napoli,Udinese,1,1.36,5.0,8.5
2023-09-28,Genoa,Roma,1,3.8,3.25,2.05
2023-09-28,Monza,Bologna,X,2.38,3.3,3.0
2023-09-28,Frosinone,Fiorentina,X,3.75,3.6,1.95
2023-09-30,Lecce,Napoli,2,4.75,3.8,1.75
2023-09-30,Milan,Lazio,1,1.73,3.6,5.0
2023-09-30,Salernitana,Inter,2,8.0,4.75,1.4
2023-10-01,Atalanta,Juventus,X,2.5,3.4,2.8
2023-10-01,Bologna,Empoli,1,1.62,4.0,5.5
2023-10-01,Udinese,Genoa,X,2.38,3.1,3.2
2023-10-01,Roma,Frosinone,1,1.44,4.2,8.0
2023-10-02,Sassuolo,Monza,2,2.25,3.75,2.88
2023-10-02,Fiorentina,Cagliari,1,1.5,4.2,7.0
2023-10-02,Torino,Verona,X,1.85,3.5,4.33
2023-10-06,Empoli,Udinese,X,3.1,3.25,2.38
2023-10-06,Lecce,Sassuolo,X,2.55,3.4,2.7
2023-10-07,Inter,Bologna,X,1.36,5.5,7.5
2023-10-07,Juventus,Torino,1,1.91,3.3,4.33
2023-10-07,Genoa,Milan,2,4.2,3.5,1.91
2023-10-08,Monza,Salernitana,1,1.7,3.8,5.0
2023-10-08,Frosinone,Verona,1,2.35,3.3,3.1
2023-10-08,Lazio,Atalanta,1,2.7,3.3,2.63
2023-10-08,Cagliari,Roma,2,4.75,3.3,1.83
2023-10-08,Napoli,Fiorentina,2,1.6,4.2,5.5
2023-10-21,Verona,Napoli,2,5.5,3.75,1.65
2023-10-21,Torino,Inter,2,5.5,3.6,1.7
2023-10-21,Sassuolo,Lazio,2,2.7,3.5,2.5
2023-10-22,Milan,Juventus,2,2.25,3.4,3.2
2023-10-22,Roma,Monza,1,1.7,3.6,5.25
2023-10-22,Bologna,Frosinone,1,1.73,3.75,5.0
2023-10-22,Salernitana,Cagliari,X,2.2,3.2,3.5
2023-10-22,Atalanta,Genoa,1,1.55,3.8,6.5
2023-10-23,Fiorentina,Empoli,2,1.44,4.33,8.0
2023-10-23,Udinese,Lecce,X,2.2,3.3,3.4
2023-10-27,Genoa,Salernitana,1,1.73,3.6,5.25
2023-10-28,Juventus,Verona,1,1.36,5.0,8.0
2023-10-28,Sassuolo,Bologna,X,2.6,3.4,2.63
2023-10-28,Lecce,Torino,2,2.75,3.0,2.8
2023-10-29,Napoli,Milan,X,2.2,3.4,3.3
2023-10-29,Inter,Roma,1,1.62,4.0,5.5
2023-10-29,Monza,Udinese,X,2.0,3.6,3.6
2023-10-29,Cagliari,Frosinone,1,2.3,3.3,3.2
2023-10-30,Empoli,Atalanta,2,5.25,3.75,1.67
2023-10-30,Lazio,Fiorentina,1,2.25,3.25,3.25
2023-11-03,Bologna,Lazio,1,2.63,3.2,2.75
2023-11-04,Salernitana,Napoli,2,7.0,4.75,1.44
2023-11-04,Atalanta,Inter,2,3.3,3.5,2.15
2023-11-04,Milan,Udinese,2,1.45,4.5,7.0
2023-11-05,Fiorentina,Juventus,2,2.9,3.2,2.55
2023-11-05,Roma,Lecce,1,1.57,3.8,6.5
2023-11-05,Cagliari,Genoa,1,2.7,3.2,2.7
2023-11-05,Verona,Monza,2,3.2,3.25,2.3
2023-11-06,Frosinone,Empoli,1,2.0,3.6,3.6
2023-11-06,Torino,Sassuolo,1,2.15,3.4,3.4
2023-11-10,Sassuolo,Salernitana,X,1.65,4.2,4.75
2023-11-10,Genoa,Verona,1,1.91,3.3,4.33
2023-11-11,Lecce,Milan,X,5.0,3.6,1.75
2023-11-11,Juventus,Cagliari,1,1.36,5.0,8.0
2023-11-11,Monza,Torino,X,2.5,3.1,3.0
2023-11-12,Inter,Frosinone,1,1.18,8.0,13.0
2023-11-12,Lazio,Roma,X,3.0,3.0,2.63
2023-11-12,Udinese,Atalanta,X,3.75,3.5,2.0
2023-11-12,Napoli,Empoli,2,1.22,7.0,11.0
2023-11-12,Fiorentina,Bologna,1,2.0,3.4,3.8
2023-11-25,Salernitana,Lazio,1,4.75,3.75,1.75
2023-11-25,Atalanta,Napoli,2,2.7,3.4,2.63
2023-11-25,Milan,Fiorentina,1,2.1,3.3,3.5
2023-11-26,Juventus,Inter,X,3.3,3.25,2.25
2023-11-26,Roma,Udinese,1,1.62,3.8,5.75
2023-11-26,Frosinone,Genoa,1,2.5,3.25,2.88
2023-11-26,Cagliari,Monza,X,2.88,3.25,2.5
2023-11-26,Empoli,Sassuolo,2,2.75,3.6,2.4
2023-11-27,Verona,Lecce,X,2.75,3.0,2.88
2023-11-27,Bologna,Torino,1,2.3,3.25,3.2
2023-12-01,Monza,Juventus,2,4.2,3.3,1.95
2023-12-02,Milan,Frosinone,1,1.44,4.5,7.5
2023-12-02,Genoa,Empoli,X,1.91,3.6,3.8
2023-12-02,Lazio,Cagliari,1,1.62,4.0,5.25
2023-12-03,Udinese,Verona,X,1.7,3.6,5.25
2023-12-03,Fiorentina,Salernitana,1,1.45,4.75,7.0
2023-12-03,Sassuolo,Roma,2,3.8,3.75,1.91
2023-12-03,Lecce,Bologna,X,3.0,3.2,2.45
2023-12-03,Napoli,Inter,2,2.8,3.5,2.4
2023-12-04,Torino,Atalanta,1,2.9,3.2,2.45
2023-12-08,Juventus,Napoli,1,2.25,3.25,3.25
2023-12-09,Verona,Lazio,X,4.2,3.4,1.95
2023-12-09,Atalanta,Milan,1,2.5,3.2,3.0
2023-12-09,Inter,Udinese,1,1.29,6.5,9.0
2023-12-10,Frosinone,Torino,X,3.4,3.2,2.25
2023-12-10,Monza,Genoa,1,2.15,3.1,3.75
2023-12-10,Salernitana,Bologna,2,3.75,3.3,2.05
2023-12-10,Roma,Fiorentina,X,2.1,3.3,3.5
2023-12-11,Cagliari,Sassuolo,1,2.3,3.5,3.0
2023-12-11,Empoli,Lecce,X,2.55,3.2,3.0
2023-12-15,Genoa,Juventus,X,4.75,3.2,1.91
2023-12-16,Lecce,Frosinone,1,2.15,3.3,3.5
2023-12-16,Napoli,Cagliari,1,1.33,5.0,9.5
2023-12-16,Torino,Empoli,1,1.6,3.8,6.0
2023-12-17,Milan,Monza,1,1.62,4.33,5.0
2023-12-17,Fiorentina,Verona,1,1.4,5.0,7.0
2023-12-17,Udinese,Sassuolo,X,2.25,3.5,3.1
2023-12-17,Bologna,Roma,1,2.38,3.0,3.25
2023-12-17,Lazio,Inter,2,4.75,3.8,1.73
2023-12-18,Atalanta,Salernitana,1,1.3,5.5,10.0
2023-12-22,Monza,Fiorentina,2,2.88,3.2,2.55
2023-12-22,Salernitana,Milan,X,8.0,4.5,1.44
2023-12-22,Empoli,Lazio,2,4.2,3.4,1.91
2023-12-22,Sassuolo,Genoa,2,2.25,3.3,3.25
2023-12-23,Frosinone,Juventus,2,6.0,3.75,1.62
2023-12-23,Bologna,Atalanta,1,2.7,3.2,2.75
2023-12-23,Torino,Udinese,X,1.75,3.5,5.0
2023-12-23,Inter,Lecce,1,1.22,7.0,11.0
2023-12-23,Verona,Cagliari,1,2.38,3.25,3.1
2023-12-23,Roma,Napoli,1,3.0,3.1,2.5
2023-12-29,Napoli,Monza,X,1.62,4.0,5.5
2023-12-29,Lazio,Frosinone,1,1.67,3.8,5.25
2023-12-29,Genoa,Inter,X,5.5,3.8,1.65
2023-12-29,Fiorentina,Torino,1,2.1,3.2,3.6
2023-12-30,Juventus,Roma,1,2.05,3.0,4.2
2023-12-30,Atalanta,Lecce,1,1.4,4.6,8.0
2023-12-30,Cagliari,Empoli,X,2.05,3.4,3.6
2023-12-30,Udinese,Bologna,1,3.5,3.1,2.25
2023-12-30,Milan,Sassuolo,1,1.45,4.75,6.5
2023-12-30,Verona,Salernitana,2,1.91,3.4,4.2
2024-01-05,Bologna,Genoa,X,2.05,3.0,4.33
2024-01-06,Frosinone,Monza,2,2.63,3.3,2.7
2024-01-06,Lecce,Cagliari,X,2.2,3.25,3.4
2024-01-06,Inter,Verona,1,1.17,8.0,13.0
2024-01-06,Sassuolo,Fiorentina,1,3.25,3.5,2.15
2024-01-07,Torino,Napoli,1,2.9,3.2,2.5
2024-01-07,Salernitana,Juventus,2,7.5,4.5,1.4
2024-01-07,Roma,Atalanta,X,2.4,3.2,3.1
2024-01-07,Empoli,Milan,2,5.25,3.8,1.67
2024-01-07,Udinese,Lazio,2,3.5,3.2,2.2
2024-01-13,Verona,Empoli,1,2.15,3.25,3.5
2024-01-13,Genoa,Torino,X,2.9,3.0,2.63
2024-01-13,Napoli,Salernitana,1,1.33,5.0,8.5
2024-01-13,Monza,Inter,2,7.0,4.0,1.5
2024-01-14,Lazio,Lecce,1,1.65,3.6,5.75
2024-01-14,Cagliari,Bologna,1,3.0,3.1,2.5
2024-01-14,Fiorentina,Udinese,X,1.67,3.75,5.5
