Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,date,home_team,away_team,home_goals,away_goals,result
07/04/24,Verona,Genoa,1,2,A,2024-04-07,Verona,Genoa,1,2,2
07/04/24,Juventus,Fiorentina,1,0,H,2024-04-07,Juventus,Fiorentina,1,0,1
08/04/24,Udinese,Inter,1,2,A,2024-04-08,Udinese,Inter,1,2,2
12/04/24,Lazio,Salernitana,4,1,H,2024-04-12,Lazio,Salernitana,4,1,1
13/04/24,Lecce,Empoli,1,0,H,2024-04-13,Lecce,Empoli,1,0,1
13/04/24,Torino,Juventus,0,0,D,2024-04-13,Torino,Juventus,0,0,X
13/04/24,Bologna,Monza,0,0,D,2024-04-13,Bologna,Monza,0,0,X
14/04/24,Napoli,Frosinone,2,2,D,2024-04-14,Napoli,Frosinone,2,2,X
14/04/24,Sassuolo,Milan,3,3,D,2024-04-14,Sassuolo,Milan,3,3,X
14/04/24,Inter,Cagliari,2,2,D,2024-04-14,Inter,Cagliari,2,2,X
15/04/24,Fiorentina,Genoa,1,1,D,2024-04-15,Fiorentina,Genoa,1,1,X
15/04/24,Atalanta,Verona,2,2,D,2024-04-15,Atalanta,Verona,2,2,X
19/04/24,Genoa,Lazio,0,1,A,2024-04-19,Genoa,Lazio,0,1,2
19/04/24,Cagliari,Juventus,2,2,D,2024-04-19,Cagliari,Juventus,2,2,X
20/04/24,Empoli,Napoli,1,0,H,2024-04-20,Empoli,Napoli,1,0,1
20/04/24,Verona,Udinese,1,0,H,2024-04-20,Verona,Udinese,1,0,1
21/04/24,Sassuolo,Lecce,0,3,A,2024-04-21,Sassuolo,Lecce,0,3,2
21/04/24,Torino,Frosinone,0,0,D,2024-04-21,Torino,Frosinone,0,0,X
21/04/24,Salernitana,Fiorentina,0,2,A,2024-04-21,Salernitana,Fiorentina,0,2,2
21/04/24,Monza,Atalanta,1,2,A,2024-04-21,Monza,Atalanta,1,2,2
22/04/24,Roma,Bologna,1,3,A,2024-04-22,Roma,Bologna,1,3,2
22/04/24,Milan,Inter,1,2,A,2024-04-22,Milan,Inter,1,2,2
25/04/24,Udinese,Roma,1,2,A,2024-04-25,Udinese,Roma,1,2,2
26/04/24,Frosinone,Salernitana,3,0,H,2024-04-26,Frosinone,Salernitana,3,0,1
27/04/24,Lecce,Monza,1,1,D,2024-04-27,Lecce,Monza,1,1,X
27/04/24,Juventus,Milan,0,0,D,2024-04-27,Juventus,Milan,0,0,X
27/04/24,Lazio,Verona,1,0,H,2024-04-27,Lazio,Verona,1,0,1
28/04/24,Inter,Torino,2,0,H,2024-04-28,Inter,Torino,2,0,1
28/04/24,Bologna,Udinese,1,1,D,2024-04-28,Bologna,Udinese,1,1,X
28/04/24,Atalanta,Empoli,2,0,H,2024-04-28,Atalanta,Empoli,2,0,1
28/04/24,Napoli,Roma,2,2,D,2024-04-28,Napoli,Roma,2,2,X
28/04/24,Fiorentina,Sassuolo,5,1,H,2024-04-28,Fiorentina,Sassuolo,5,1,1
29/04/24,Genoa,Cagliari,3,0,H,2024-04-29,Genoa,Cagliari,3,0,1
03/05/24,Torino,Bologna,0,0,D,2024-05-03,Torino,Bologna,0,0,X
04/05/24,Monza,Lazio,2,2,D,2024-05-04,Monza,Lazio,2,2,X
04/05/24,Sassuolo,Inter,1,0,H,2024-05-04,Sassuolo,Inter,1,0,1
05/05/24,Cagliari,Lecce,1,1,D,2024-05-05,Cagliari,Lecce,1,1,X
05/05/24,Empoli,Frosinone,0,0,D,2024-05-05,Empoli,Frosinone,0,0,X
05/05/24,Verona,Fiorentina,2,1,H,2024-05-05,Verona,Fiorentina,2,1,1
05/05/24,Milan,Genoa,3,3,D,2024-05-05,Milan,Genoa,3,3,X
05/05/24,Roma,Juventus,1,1,D,2024-05-05,Roma,Juventus,1,1,X
06/05/24,Salernitana,Atalanta,1,2,A,2024-05-06,Salernitana,Atalanta,1,2,2
06/05/24,Udinese,Napoli,1,1,D,2024-05-06,Udinese,Napoli,1,1,X
10/05/24,Frosinone,Inter,0,5,A,2024-05-10,Frosinone,Inter,0,5,2
11/05/24,Napoli,Bologna,0,2,A,2024-05-11,Napoli,Bologna,0,2,2
11/05/24,Milan,Cagliari,5,1,H,2024-05-11,Milan,Cagliari,5,1,1
12/05/24,Lazio,Empoli,2,0,H,2024-05-12,Lazio,Empoli,2,0,1
12/05/24,Genoa,Sassuolo,2,1,H,2024-05-12,Genoa,Sassuolo,2,1,1
12/05/24,Verona,Torino,1,2,A,2024-05-12,Verona,Torino,1,2,2
12/05/24,Juventus,Salernitana,1,1,D,2024-05-12,Juventus,Salernitana,1,1,X
12/05/24,Atalanta,Roma,2,1,H,2024-05-12,Atalanta,Roma,2,1,1
13/05/24,Lecce,Udinese,0,2,A,2024-05-13,Lecce,Udinese,0,2,2
13/05/24,Fiorentina,Monza,2,1,H,2024-05-13,Fiorentina,Monza,2,1,1
17/05/24,Fiorentina,Napoli,2,2,D,2024-05-17,Fiorentina,Napoli,2,2,X
18/05/24,Lecce,Atalanta,0,2,A,2024-05-18,Lecce,Atalanta,0,2,2
18/05/24,Torino,Milan,3,1,H,2024-05-18,Torino,Milan,3,1,1
19/05/24,Sassuolo,Cagliari,0,2,A,2024-05-19,Sassuolo,Cagliari,0,2,2
19/05/24,Monza,Frosinone,0,1,A,2024-05-19,Monza,Frosinone,0,1,2
19/05/24,Udinese,Empoli,1,1,D,2024-05-19,Udinese,Empoli,1,1,X
19/05/24,Inter,Lazio,1,1,D,2024-05-19,Inter,Lazio,1,1,X
19/05/24,Roma,Genoa,1,0,H,2024-05-19,Roma,Genoa,1,0,1
20/05/24,Salernitana,Verona,1,2,A,2024-05-20,Salernitana,Verona,1,2,2
20/05/24,Bologna,Juventus,3,3,D,2024-05-20,Bologna,Juventus,3,3,X
23/05/24,Cagliari,Fiorentina,2,3,A,2024-05-23,Cagliari,Fiorentina,2,3,2
24/05/24,Genoa,Bologna,2,0,H,2024-05-24,Genoa,Bologna,2,0,1
25/05/24,Juventus,Monza,2,0,H,2024-05-25,Juventus,Monza,2,0,1
25/05/24,Milan,Salernitana,3,3,D,2024-05-25,Milan,Salernitana,3,3,X
26/05/24,Atalanta,Torino,3,0,H,2024-05-26,Atalanta,Torino,3,0,1
26/05/24,Napoli,Lecce,0,0,D,2024-05-26,Napoli,Lecce,0,0,X
26/05/24,Empoli,Roma,2,1,H,2024-05-26,Empoli,Roma,2,1,1
26/05/24,Frosinone,Udinese,0,1,A,2024-05-26,Frosinone,Udinese,0,1,2
26/05/24,Lazio,Sassuolo,1,1,D,2024-05-26,Lazio,Sassuolo,1,1,X
26/05/24,Verona,Inter,2,2,D,2024-05-26,Verona,Inter,2,2,X
02/06/24,Atalanta,Fiorentina,2,3,A,2024-06-02,Atalanta,Fiorentina,2,3,2
