date,season,home_team,away_team,home_goals,away_goals,result
"2013-11-02","2013/2014","Milan","Fiorentina","0","2","2"
"2013-11-02","2013/2014","Napoli","Catania","2","1","1"
"2013-11-02","2013/2014","Parma","Juventus","0","1","2"
"2013-11-03","2013/2014","Lazio","Genoa","0","2","2"
"2013-11-03","2013/2014","Livorno","Atalanta","1","0","1"
"2013-11-03","2013/2014","Sampdoria","Sassuolo","3","4","2"
"2013-11-03","2013/2014","Torino","Roma","1","1","X"
"2013-11-03","2013/2014","Udinese","Inter","0","3","2"
"2013-11-03","2013/2014","Verona","Cagliari","2","1","1"
"2013-11-04","2013/2014","Bologna","Chievo","0","0","X"
"2013-11-09","2013/2014","Catania","Udinese","1","0","1"
"2013-11-09","2013/2014","Inter","Livorno","2","0","1"
"2013-11-10","2013/2014","Atalanta","Bologna","2","1","1"
"2013-11-10","2013/2014","Cagliari","Torino","2","1","1"
"2013-11-10","2013/2014","Chievo","Milan","0","0","X"
"2013-11-10","2013/2014","Fiorentina","Sampdoria","2","1","1"
"2013-11-10","2013/2014","Genoa","Verona","2","0","1"
"2013-11-10","2013/2014","Juventus","Napoli","3","0","1"
"2013-11-10","2013/2014","Parma","Lazio","1","1","X"
"2013-11-10","2013/2014","Roma","Sassuolo","1","1","X"
"2013-11-23","2013/2014","Milan","Genoa","1","1","X"
"2013-11-23","2013/2014","Napoli","Parma","0","1","2"
"2013-11-23","2013/2014","Verona","Chievo","0","1","2"
"2013-11-24","2013/2014","Bologna","Inter","1","1","X"
"2013-11-24","2013/2014","Livorno","Juventus","0","2","2"
"2013-11-24","2013/2014","Sampdoria","Lazio","1","1","X"
"2013-11-24","2013/2014","Sassuolo","Atalanta","2","0","1"
"2013-11-24","2013/2014","Torino","Catania","4","1","1"
"2013-11-24","2013/2014","Udinese","Fiorentina","1","0","1"
"2013-11-25","2013/2014","Roma","Cagliari","0","0","X"
"2013-11-30","2013/2014","Genoa","Torino","1","1","X"
"2013-11-30","2013/2014","Parma","Bologna","1","1","X"
"2013-12-01","2013/2014","Atalanta","Roma","1","1","X"
"2013-12-01","2013/2014","Cagliari","Sassuolo","2","2","X"
"2013-12-01","2013/2014","Catania","Milan","1","3","2"
"2013-12-01","2013/2014","Chievo","Livorno","3","0","1"
"2013-12-01","2013/2014","Inter","Sampdoria","1","1","X"
"2013-12-01","2013/2014","Juventus","Udinese","1","0","1"
"2013-12-02","2013/2014","Fiorentina","Verona","4","3","1"
"2013-12-02","2013/2014","Lazio","Napoli","2","4","2"
"2013-12-06","2013/2014","Bologna","Juventus","0","2","2"
"2013-12-07","2013/2014","Livorno","Milan","2","2","X"
"2013-12-07","2013/2014","Napoli","Udinese","3","3","X"
"2013-12-08","2013/2014","Cagliari","Genoa","2","1","1"
"2013-12-08","2013/2014","Inter","Parma","3","3","X"
"2013-12-08","2013/2014","Roma","Fiorentina","2","1","1"
"2013-12-08","2013/2014","Sampdoria","Catania","2","0","1"
"2013-12-08","2013/2014","Sassuolo","Chievo","0","1","2"
"2013-12-08","2013/2014","Torino","Lazio","1","0","1"
"2013-12-08","2013/2014","Verona","Atalanta","2","1","1"
"2013-12-14","2013/2014","Catania","Verona","0","0","X"
"2013-12-15","2013/2014","Chievo","Sampdoria","0","1","2"
"2013-12-15","2013/2014","Fiorentina","Bologna","3","0","1"
"2013-12-15","2013/2014","Genoa","Atalanta","1","1","X"
"2013-12-15","2013/2014","Juventus","Sassuolo","4","0","1"
"2013-12-15","2013/2014","Lazio","Livorno","2","0","1"
"2013-12-15","2013/2014","Napoli","Inter","4","2","1"
"2013-12-15","2013/2014","Parma","Cagliari","0","0","X"
"2013-12-15","2013/2014","Udinese","Torino","0","2","2"
"2013-12-16","2013/2014","Milan","Roma","2","2","X"
"2013-12-21","2013/2014","Cagliari","Napoli","1","1","X"
"2013-12-21","2013/2014","Livorno","Udinese","1","2","2"
"2013-12-22","2013/2014","Atalanta","Juventus","1","4","2"
"2013-12-22","2013/2014","Bologna","Genoa","1","0","1"
"2013-12-22","2013/2014","Inter","Milan","1","0","1"
"2013-12-22","2013/2014","Roma","Catania","4","0","1"
"2013-12-22","2013/2014","Sampdoria","Parma","1","1","X"
"2013-12-22","2013/2014","Sassuolo","Fiorentina","0","1","2"
"2013-12-22","2013/2014","Torino","Chievo","4","1","1"
"2013-12-22","2013/2014","Verona","Lazio","4","1","1"
"2014-01-05","2013/2014","Chievo","Cagliari","0","0","X"
"2014-01-05","2013/2014","Fiorentina","Livorno","1","0","1"
"2014-01-05","2013/2014","Juventus","Roma","3","0","1"
"2014-01-06","2013/2014","Catania","Bologna","2","0","1"
"2014-01-06","2013/2014","Genoa","Sassuolo","2","0","1"
"2014-01-06","2013/2014","Lazio","Inter","1","0","1"
"2014-01-06","2013/2014","Milan","Atalanta","3","0","1"
"2014-01-06","2013/2014","Napoli","Sampdoria","2","0","1"
"2014-01-06","2013/2014","Parma","Torino","3","1","1"
"2014-01-06","2013/2014","Udinese","Verona","1","3","2"
"2014-01-11","2013/2014","Bologna","Lazio","0","0","X"
"2014-01-11","2013/2014","Livorno","Parma","0","3","2"
"2014-01-12","2013/2014","Atalanta","Catania","2","1","1"
"2014-01-12","2013/2014","Cagliari","Juventus","1","4","2"
"2014-01-12","2013/2014","Roma","Genoa","4","0","1"
"2014-01-12","2013/2014","Sassuolo","Milan","4","3","1"
"2014-01-12","2013/2014","Torino","Fiorentina","0","0","X"
"2014-01-12","2013/2014","Verona","Napoli","0","3","2"
"2014-01-13","2013/2014","Inter","Chievo","1","1","X"
"2014-01-13","2013/2014","Sampdoria","Udinese","3","0","1"
"2014-01-18","2013/2014","Juventus","Sampdoria","4","2","1"
"2014-01-18","2013/2014","Roma","Livorno","3","0","1"
"2014-01-19","2013/2014","Atalanta","Cagliari","1","0","1"
"2014-01-19","2013/2014","Bologna","Napoli","2","2","X"
"2014-01-19","2013/2014","Catania","Fiorentina","0","3","2"
"2014-01-19","2013/2014","Chievo","Parma","1","2","2"
"2014-01-19","2013/2014","Genoa","Inter","1","0","1"
"2014-01-19","2013/2014","Milan","Verona","1","0","1"
"2014-01-19","2013/2014","Sassuolo","Torino","0","2","2"
"2014-01-19","2013/2014","Udinese","Lazio","2","3","2"
"2014-01-25","2013/2014","Lazio","Juventus","1","1","X"
"2014-01-25","2013/2014","Napoli","Chievo","1","1","X"
"2014-01-26","2013/2014","Cagliari","Milan","1","2","2"
"2014-01-26","2013/2014","Fiorentina","Genoa","3","3","X"
"2014-01-26","2013/2014","Inter","Catania","0","0","X"
"2014-01-26","2013/2014","Livorno","Sassuolo","3","1","1"
"2014-01-26","2013/2014","Parma","Udinese","1","0","1"
"2014-01-26","2013/2014","Sampdoria","Bologna","1","1","X"
"2014-01-26","2013/2014","Torino","Atalanta","1","0","1"
"2014-01-26","2013/2014","Verona","Roma","1","3","2"
"2014-02-01","2013/2014","Bologna","Udinese","0","2","2"
"2014-02-01","2013/2014","Cagliari","Fiorentina","1","0","1"
"2014-02-01","2013/2014","Milan","Torino","1","1","X"
"2014-02-02","2013/2014","Atalanta","Napoli","3","0","1"
"2014-02-02","2013/2014","Catania","Livorno","3","3","X"
"2014-02-02","2013/2014","Chievo","Lazio","0","2","2"
"2014-02-02","2013/2014","Juventus","Inter","3","1","1"
"2014-02-02","2013/2014","Sassuolo","Verona","1","2","2"
"2014-02-03","2013/2014","Genoa","Sampdoria","0","1","2"
"2014-02-08","2013/2014","Fiorentina","Atalanta","2","0","1"
"2014-02-08","2013/2014","Napoli","Milan","3","1","1"
"2014-02-08","2013/2014","Udinese","Chievo","3","0","1"
"2014-02-09","2013/2014","Inter","Sassuolo","1","0","1"
"2014-02-09","2013/2014","Lazio","Roma","0","0","X"
"2014-02-09","2013/2014","Livorno","Genoa","0","1","2"
"2014-02-09","2013/2014","Parma","Catania","0","0","X"
"2014-02-09","2013/2014","Sampdoria","Cagliari","1","0","1"
"2014-02-09","2013/2014","Torino","Bologna","1","2","2"
"2014-02-09","2013/2014","Verona","Juventus","2","2","X"
"2014-02-14","2013/2014","Milan","Bologna","1","0","1"
"2014-02-15","2013/2014","Fiorentina","Inter","1","2","2"
"2014-02-16","2013/2014","Atalanta","Parma","0","4","2"
"2014-02-16","2013/2014","Cagliari","Livorno","1","2","2"
"2014-02-16","2013/2014","Catania","Lazio","3","1","1"
"2014-02-16","2013/2014","Genoa","Udinese","3","3","X"
"2014-02-16","2013/2014","Juventus","Chievo","3","1","1"
"2014-02-16","2013/2014","Roma","Sampdoria","3","0","1"
"2014-02-16","2013/2014","Sassuolo","Napoli","0","2","2"
"2014-02-17","2013/2014","Verona","Torino","1","3","2"
"2014-02-22","2013/2014","Bologna","Roma","0","1","2"
"2014-02-23","2013/2014","Chievo","Catania","2","0","1"
"2014-02-23","2013/2014","Inter","Cagliari","1","1","X"
"2014-02-23","2013/2014","Juventus","Torino","1","0","1"
"2014-02-23","2013/2014","Lazio","Sassuolo","3","2","1"
"2014-02-23","2013/2014","Livorno","Verona","2","3","2"
"2014-02-23","2013/2014","Sampdoria","Milan","0","2","2"
"2014-02-23","2013/2014","Udinese","Atalanta","1","1","X"
"2014-02-24","2013/2014","Napoli","Genoa","1","1","X"
"2014-02-24","2013/2014","Parma","Fiorentina","2","2","X"
"2014-03-01","2013/2014","Roma","Inter","0","0","X"
"2014-03-02","2013/2014","Atalanta","Chievo","2","1","1"
"2014-03-02","2013/2014","Cagliari","Udinese","3","0","1"
"2014-03-02","2013/2014","Fiorentina","Lazio","0","1","2"
"2014-03-02","2013/2014","Genoa","Catania","2","0","1"
"2014-03-02","2013/2014","Livorno","Napoli","1","1","X"
"2014-03-02","2013/2014","Milan","Juventus","0","2","2"
"2014-03-02","2013/2014","Sassuolo","Parma","0","1","2"
"2014-03-02","2013/2014","Torino","Sampdoria","0","2","2"
"2014-03-02","2013/2014","Verona","Bologna","0","0","X"
"2014-03-08","2013/2014","Catania","Cagliari","1","1","X"
"2014-03-08","2013/2014","Udinese","Milan","1","0","1"
"2014-03-09","2013/2014","Bologna","Sassuolo","0","0","X"
"2014-03-09","2013/2014","Chievo","Genoa","2","1","1"
"2014-03-09","2013/2014","Inter","Torino","1","0","1"
"2014-03-09","2013/2014","Juventus","Fiorentina","1","0","1"
"2014-03-09","2013/2014","Lazio","Atalanta","0","1","2"
"2014-03-09","2013/2014","Napoli","Roma","1","0","1"
"2014-03-09","2013/2014","Parma","Verona","2","0","1"
"2014-03-09","2013/2014","Sampdoria","Livorno","4","2","1"
"2014-03-15","2013/2014","Verona","Inter","0","2","2"
"2014-03-16","2013/2014","Atalanta","Sampdoria","3","0","1"
"2014-03-16","2013/2014","Cagliari","Lazio","0","2","2"
"2014-03-16","2013/2014","Fiorentina","Chievo","3","1","1"
"2014-03-16","2013/2014","Genoa","Juventus","0","1","2"
"2014-03-16","2013/2014","Livorno","Bologna","2","1","1"
"2014-03-16","2013/2014","Milan","Parma","2","4","2"
"2014-03-16","2013/2014","Sassuolo","Catania","3","1","1"
"2014-03-17","2013/2014","Roma","Udinese","3","2","1"
"2014-03-17","2013/2014","Torino","Napoli","0","1","2"
"2014-03-22","2013/2014","Chievo","Roma","0","2","2"
"2014-03-22","2013/2014","Torino","Livorno","3","1","1"
"2014-03-23","2013/2014","Bologna","Cagliari","1","0","1"
"2014-03-23","2013/2014","Catania","Juventus","0","1","2"
"2014-03-23","2013/2014","Inter","Atalanta","1","2","2"
"2014-03-23","2013/2014","Lazio","Milan","1","1","X"
"2014-03-23","2013/2014","Napoli","Fiorentina","0","1","2"
"2014-03-23","2013/2014","Parma","Genoa","1","1","X"
"2014-03-23","2013/2014","Sampdoria","Verona","5","0","1"
"2014-03-23","2013/2014","Udinese","Sassuolo","1","0","1"
"2014-03-25","2013/2014","Roma","Torino","2","1","1"
"2014-03-26","2013/2014","Atalanta","Livorno","2","0","1"
"2014-03-26","2013/2014","Cagliari","Verona","1","0","1"
"2014-03-26","2013/2014","Catania","Napoli","2","4","2"
"2014-03-26","2013/2014","Chievo","Bologna","3","0","1"
"2014-03-26","2013/2014","Fiorentina","Milan","0","2","2"
"2014-03-26","2013/2014","Genoa","Lazio","2","0","1"
"2014-03-26","2013/2014","Juventus","Parma","2","1","1"
"2014-03-26","2013/2014","Sassuolo","Sampdoria","1","2","2"
"2014-03-27","2013/2014","Inter","Udinese","0","0","X"
"2014-03-29","2013/2014","Bologna","Atalanta","0","2","2"
"2014-03-29","2013/2014","Milan","Chievo","3","0","1"
"2014-03-30","2013/2014","Lazio","Parma","3","2","1"
"2014-03-30","2013/2014","Napoli","Juventus","2","0","1"
"2014-03-30","2013/2014","Sampdoria","Fiorentina","0","0","X"
"2014-03-30","2013/2014","Sassuolo","Roma","0","2","2"
"2014-03-30","2013/2014","Torino","Cagliari","2","1","1"
"2014-03-30","2013/2014","Verona","Genoa","3","0","1"
"2014-03-31","2013/2014","Livorno","Inter","2","2","X"
"2014-03-31","2013/2014","Udinese","Catania","1","0","1"
"2014-04-02","2013/2014","Roma","Parma","4","2","1"
"2014-04-05","2013/2014","Chievo","Verona","0","1","2"
"2014-04-05","2013/2014","Inter","Bologna","2","2","X"
"2014-04-06","2013/2014","Atalanta","Sassuolo","0","2","2"
"2014-04-06","2013/2014","Cagliari","Roma","1","3","2"
"2014-04-06","2013/2014","Catania","Torino","1","2","2"
"2014-04-06","2013/2014","Fiorentina","Udinese","2","1","1"
"2014-04-06","2013/2014","Lazio","Sampdoria","2","0","1"
"2014-04-06","2013/2014","Parma","Napoli","1","0","1"
"2014-04-07","2013/2014","Genoa","Milan","1","2","2"
"2014-04-07","2013/2014","Juventus","Livorno","2","0","1"
"2014-04-12","2013/2014","Roma","Atalanta","3","1","1"
"2014-04-12","2013/2014","Sassuolo","Cagliari","1","1","X"
"2014-04-13","2013/2014","Bologna","Parma","1","1","X"
"2014-04-13","2013/2014","Livorno","Chievo","2","4","2"
"2014-04-13","2013/2014","Milan","Catania","1","0","1"
"2014-04-13","2013/2014","Napoli","Lazio","4","2","1"
"2014-04-13","2013/2014","Sampdoria","Inter","0","4","2"
"2014-04-13","2013/2014","Torino","Genoa","2","1","1"
"2014-04-13","2013/2014","Verona","Fiorentina","3","5","2"
"2014-04-14","2013/2014","Udinese","Juventus","0","2","2"
"2014-04-19","2013/2014","Atalanta","Verona","1","2","2"
"2014-04-19","2013/2014","Catania","Sampdoria","2","1","1"
"2014-04-19","2013/2014","Chievo","Sassuolo","0","1","2"
"2014-04-19","2013/2014","Fiorentina","Roma","0","1","2"
"2014-04-19","2013/2014","Genoa","Cagliari","1","2","2"
"2014-04-19","2013/2014","Juventus","Bologna","1","0","1"
"2014-04-19","2013/2014","Lazio","Torino","3","3","X"
"2014-04-19","2013/2014","Milan","Livorno","3","0","1"
"2014-04-19","2013/2014","Parma","Inter","0","2","2"
"2014-04-19","2013/2014","Udinese","Napoli","1","1","X"
"2014-04-25","2013/2014","Roma","Milan","2","0","1"
"2014-04-26","2013/2014","Bologna","Fiorentina","0","3","2"
"2014-04-26","2013/2014","Inter","Napoli","0","0","X"
"2014-04-27","2013/2014","Atalanta","Genoa","1","1","X"
"2014-04-27","2013/2014","Cagliari","Parma","1","0","1"
"2014-04-27","2013/2014","Livorno","Lazio","0","2","2"
"2014-04-27","2013/2014","Sampdoria","Chievo","2","1","1"
"2014-04-27","2013/2014","Torino","Udinese","2","0","1"
"2014-04-27","2013/2014","Verona","Catania","4","0","1"
"2014-04-28","2013/2014","Sassuolo","Juventus","1","3","2"
"2014-05-04","2013/2014","Catania","Roma","4","1","1"
"2014-05-04","2013/2014","Chievo","Torino","0","1","2"
"2014-05-04","2013/2014","Genoa","Bologna","0","0","X"
"2014-05-04","2013/2014","Milan","Inter","1","0","1"
"2014-05-04","2013/2014","Parma","Sampdoria","2","0","1"
"2014-05-04","2013/2014","Udinese","Livorno","5","3","1"
"2014-05-05","2013/2014","Juventus","Atalanta","1","0","1"
"2014-05-05","2013/2014","Lazio","Verona","3","3","X"
"2014-05-06","2013/2014","Fiorentina","Sassuolo","3","4","2"
"2014-05-06","2013/2014","Napoli","Cagliari","3","0","1"
"2014-05-10","2013/2014","Inter","Lazio","4","1","1"
"2014-05-10","2013/2014","Verona","Udinese","2","2","X"
"2014-05-11","2013/2014","Atalanta","Milan","2","1","1"
"2014-05-11","2013/2014","Bologna","Catania","1","2","2"
"2014-05-11","2013/2014","Cagliari","Chievo","0","1","2"
"2014-05-11","2013/2014","Livorno","Fiorentina","0","1","2"
"2014-05-11","2013/2014","Roma","Juventus","0","1","2"
"2014-05-11","2013/2014","Sampdoria","Napoli","2","5","2"
"2014-05-11","2013/2014","Sassuolo","Genoa","4","2","1"
"2014-05-11","2013/2014","Torino","Parma","1","1","X"
"2014-05-17","2013/2014","Udinese","Sampdoria","3","3","X"
"2014-05-18","2013/2014","Catania","Atalanta","2","1","1"
"2014-05-18","2013/2014","Chievo","Inter","2","1","1"
"2014-05-18","2013/2014","Fiorentina","Torino","2","2","X"
"2014-05-18","2013/2014","Genoa","Roma","1","0","1"
"2014-05-18","2013/2014","Juventus","Cagliari","3","0","1"
"2014-05-18","2013/2014","Lazio","Bologna","1","0","1"
"2014-05-18","2013/2014","Milan","Sassuolo","2","1","1"
"2014-05-18","2013/2014","Napoli","Verona","5","1","1"
"2014-05-18","2013/2014","Parma","Livorno","2","0","1"
"2014-08-30","2014/2015","Chievo","Juventus","0","1","2"
"2014-08-30","2014/2015","Roma","Fiorentina","2","0","1"
"2014-08-31","2014/2015","Atalanta","Verona","0","0","X"
"2014-08-31","2014/2015","Cesena","Parma","1","0","1"
"2014-08-31","2014/2015","Genoa","Napoli","1","2","2"
"2014-08-31","2014/2015","Milan","Lazio","3","1","1"
"2014-08-31","2014/2015","Palermo","Sampdoria","1","1","X"
"2014-08-31","2014/2015","Sassuolo","Cagliari","1","1","X"
"2014-08-31","2014/2015","Torino","Inter","0","0","X"
"2014-08-31","2014/2015","Udinese","Empoli","2","0","1"
"2014-09-13","2014/2015","Empoli","Roma","0","1","2"
"2014-09-13","2014/2015","Juventus","Udinese","2","0","1"
"2014-09-14","2014/2015","Cagliari","Atalanta","1","2","2"
"2014-09-14","2014/2015","Fiorentina","Genoa","0","0","X"
"2014-09-14","2014/2015","Inter","Sassuolo","7","0","1"
"2014-09-14","2014/2015","Lazio","Cesena","3","0","1"
"2014-09-14","2014/2015","Napoli","Chievo","0","1","2"
"2014-09-14","2014/2015","Parma","Milan","4","5","2"
"2014-09-14","2014/2015","Sampdoria","Torino","2","0","1"
"2014-09-15","2014/2015","Verona","Palermo","2","1","1"
"2014-09-20","2014/2015","Cesena","Empoli","2","2","X"
"2014-09-20","2014/2015","Milan","Juventus","0","1","2"
"2014-09-21","2014/2015","Atalanta","Fiorentina","0","1","2"
"2014-09-21","2014/2015","Chievo","Parma","2","3","2"
"2014-09-21","2014/2015","Genoa","Lazio","1","0","1"
"2014-09-21","2014/2015","Palermo","Inter","1","1","X"
"2014-09-21","2014/2015","Roma","Cagliari","2","0","1"
"2014-09-21","2014/2015","Sassuolo","Sampdoria","0","0","X"
"2014-09-21","2014/2015","Torino","Verona","0","1","2"
"2014-09-21","2014/2015","Udinese","Napoli","1","0","1"
"2014-09-23","2014/2015","Empoli","Milan","2","2","X"
"2014-09-24","2014/2015","Cagliari","Torino","1","2","2"
"2014-09-24","2014/2015","Fiorentina","Sassuolo","0","0","X"
"2014-09-24","2014/2015","Inter","Atalanta","2","0","1"
"2014-09-24","2014/2015","Juventus","Cesena","3","0","1"
"2014-09-24","2014/2015","Napoli","Palermo","3","3","X"
"2014-09-24","2014/2015","Parma","Roma","1","2","2"
"2014-09-24","2014/2015","Sampdoria","Chievo","2","1","1"
"2014-09-24","2014/2015","Verona","Genoa","2","2","X"
"2014-09-25","2014/2015","Lazio","Udinese","0","1","2"
"2014-09-27","2014/2015","Atalanta","Juventus","0","3","2"
"2014-09-27","2014/2015","Roma","Verona","2","0","1"
"2014-09-28","2014/2015","Cesena","Milan","1","1","X"
"2014-09-28","2014/2015","Chievo","Empoli","1","1","X"
"2014-09-28","2014/2015","Genoa","Sampdoria","0","1","2"
"2014-09-28","2014/2015","Inter","Cagliari","1","4","2"
"2014-09-28","2014/2015","Sassuolo","Napoli","0","1","2"
"2014-09-28","2014/2015","Torino","Fiorentina","1","1","X"
"2014-09-29","2014/2015","Palermo","Lazio","0","4","2"
"2014-09-29","2014/2015","Udinese","Parma","4","2","1"
"2014-10-04","2014/2015","Milan","Chievo","2","0","1"
"2014-10-04","2014/2015","Verona","Cagliari","1","0","1"
"2014-10-05","2014/2015","Empoli","Palermo","3","0","1"
"2014-10-05","2014/2015","Fiorentina","Inter","3","0","1"
"2014-10-05","2014/2015","Juventus","Roma","3","2","1"
"2014-10-05","2014/2015","Lazio","Sassuolo","3","2","1"
"2014-10-05","2014/2015","Napoli","Torino","2","1","1"
"2014-10-05","2014/2015","Parma","Genoa","1","2","2"
"2014-10-05","2014/2015","Sampdoria","Atalanta","1","0","1"
"2014-10-05","2014/2015","Udinese","Cesena","1","1","X"
"2014-10-18","2014/2015","Roma","Chievo","3","0","1"
"2014-10-18","2014/2015","Sassuolo","Juventus","1","1","X"
"2014-10-19","2014/2015","Atalanta","Parma","1","0","1"
"2014-10-19","2014/2015","Cagliari","Sampdoria","2","2","X"
"2014-10-19","2014/2015","Fiorentina","Lazio","0","2","2"
"2014-10-19","2014/2015","Inter","Napoli","2","2","X"
"2014-10-19","2014/2015","Palermo","Cesena","2","1","1"
"2014-10-19","2014/2015","Torino","Udinese","1","0","1"
"2014-10-19","2014/2015","Verona","Milan","1","3","2"
"2014-10-20","2014/2015","Genoa","Empoli","1","1","X"
"2014-10-25","2014/2015","Empoli","Cagliari","0","4","2"
"2014-10-25","2014/2015","Parma","Sassuolo","1","3","2"
"2014-10-25","2014/2015","Sampdoria","Roma","0","0","X"
"2014-10-26","2014/2015","Cesena","Inter","0","1","2"
"2014-10-26","2014/2015","Chievo","Genoa","1","2","2"
"2014-10-26","2014/2015","Juventus","Palermo","2","0","1"
"2014-10-26","2014/2015","Lazio","Torino","2","1","1"
"2014-10-26","2014/2015","Milan","Fiorentina","1","1","X"
"2014-10-26","2014/2015","Napoli","Verona","6","2","1"
"2014-10-26","2014/2015","Udinese","Atalanta","2","0","1"
"2014-10-28","2014/2015","Sassuolo","Empoli","3","1","1"
"2014-10-29","2014/2015","Atalanta","Napoli","1","1","X"
"2014-10-29","2014/2015","Cagliari","Milan","1","1","X"
"2014-10-29","2014/2015","Fiorentina","Udinese","3","0","1"
"2014-10-29","2014/2015","Genoa","Juventus","1","0","1"
"2014-10-29","2014/2015","Inter","Sampdoria","1","0","1"
"2014-10-29","2014/2015","Palermo","Chievo","1","0","1"
"2014-10-29","2014/2015","Roma","Cesena","2","0","1"
"2014-10-29","2014/2015","Torino","Parma","1","0","1"
"2014-10-30","2014/2015","Verona","Lazio","1","1","X"
"2014-11-01","2014/2015","Empoli","Juventus","0","2","2"
"2014-11-01","2014/2015","Napoli","Roma","2","0","1"
"2014-11-01","2014/2015","Parma","Inter","2","0","1"
"2014-11-02","2014/2015","Chievo","Sassuolo","0","0","X"
"2014-11-02","2014/2015","Milan","Palermo","0","2","2"
"2014-11-02","2014/2015","Sampdoria","Fiorentina","3","1","1"
"2014-11-02","2014/2015","Torino","Atalanta","0","0","X"
"2014-11-02","2014/2015","Udinese","Genoa","2","4","2"
"2014-11-03","2014/2015","Cesena","Verona","1","1","X"
"2014-11-03","2014/2015","Lazio","Cagliari","4","2","1"
"2014-11-08","2014/2015","Sampdoria","Milan","2","2","X"
"2014-11-08","2014/2015","Sassuolo","Atalanta","0","0","X"
"2014-11-09","2014/2015","Cagliari","Genoa","1","1","X"
"2014-11-09","2014/2015","Chievo","Cesena","2","1","1"
"2014-11-09","2014/2015","Empoli","Lazio","2","1","1"
"2014-11-09","2014/2015","Fiorentina","Napoli","0","1","2"
"2014-11-09","2014/2015","Inter","Verona","2","2","X"
"2014-11-09","2014/2015","Juventus","Parma","7","0","1"
"2014-11-09","2014/2015","Palermo","Udinese","1","1","X"
"2014-11-09","2014/2015","Roma","Torino","3","0","1"
"2014-11-22","2014/2015","Atalanta","Roma","1","2","2"
"2014-11-22","2014/2015","Lazio","Juventus","0","3","2"
"2014-11-23","2014/2015","Cesena","Sampdoria","1","1","X"
"2014-11-23","2014/2015","Milan","Inter","1","1","X"
"2014-11-23","2014/2015","Napoli","Cagliari","3","3","X"
"2014-11-23","2014/2015","Parma","Empoli","0","2","2"
"2014-11-23","2014/2015","Torino","Sassuolo","0","1","2"
"2014-11-23","2014/2015","Udinese","Chievo","1","1","X"
"2014-11-23","2014/2015","Verona","Fiorentina","1","2","2"
"2014-11-24","2014/2015","Genoa","Palermo","1","1","X"
"2014-11-29","2014/2015","Chievo","Lazio","0","0","X"
"2014-11-29","2014/2015","Sassuolo","Verona","2","1","1"
"2014-11-30","2014/2015","Cagliari","Fiorentina","0","4","2"
"2014-11-30","2014/2015","Cesena","Genoa","0","3","2"
"2014-11-30","2014/2015","Empoli","Atalanta","0","0","X"
"2014-11-30","2014/2015","Juventus","Torino","2","1","1"
"2014-11-30","2014/2015","Milan","Udinese","2","0","1"
"2014-11-30","2014/2015","Palermo","Parma","2","1","1"
"2014-11-30","2014/2015","Roma","Inter","4","2","1"
"2014-12-01","2014/2015","Sampdoria","Napoli","1","1","X"
"2014-12-05","2014/2015","Fiorentina","Juventus","0","0","X"
"2014-12-06","2014/2015","Roma","Sassuolo","2","2","X"
"2014-12-06","2014/2015","Torino","Palermo","2","2","X"
"2014-12-07","2014/2015","Atalanta","Cesena","3","2","1"
"2014-12-07","2014/2015","Genoa","Milan","1","0","1"
"2014-12-07","2014/2015","Inter","Udinese","1","2","2"
"2014-12-07","2014/2015","Napoli","Empoli","2","2","X"
"2014-12-07","2014/2015","Parma","Lazio","1","2","2"
"2014-12-08","2014/2015","Cagliari","Chievo","0","2","2"
"2014-12-08","2014/2015","Verona","Sampdoria","1","3","2"
"2014-12-13","2014/2015","Lazio","Atalanta","3","0","1"
"2014-12-13","2014/2015","Palermo","Sassuolo","2","1","1"
"2014-12-14","2014/2015","Cesena","Fiorentina","1","4","2"
"2014-12-14","2014/2015","Genoa","Roma","0","1","2"
"2014-12-14","2014/2015","Juventus","Sampdoria","1","1","X"
"2014-12-14","2014/2015","Milan","Napoli","2","0","1"
"2014-12-14","2014/2015","Parma","Cagliari","0","0","X"
"2014-12-14","2014/2015","Udinese","Verona","1","2","2"
"2014-12-15","2014/2015","Chievo","Inter","0","2","2"
"2014-12-15","2014/2015","Empoli","Torino","0","0","X"
"2014-12-18","2014/2015","Cagliari","Juventus","1","3","2"
"2014-12-18","2014/2015","Napoli","Parma","2","0","1"
"2014-12-20","2014/2015","Roma","Milan","0","0","X"
"2014-12-20","2014/2015","Sassuolo","Cesena","1","1","X"
"2014-12-21","2014/2015","Atalanta","Palermo","3","3","X"
"2014-12-21","2014/2015","Fiorentina","Empoli","1","1","X"
"2014-12-21","2014/2015","Inter","Lazio","2","2","X"
"2014-12-21","2014/2015","Sampdoria","Udinese","2","2","X"
"2014-12-21","2014/2015","Torino","Genoa","2","1","1"
"2014-12-21","2014/2015","Verona","Chievo","0","1","2"
"2015-01-05","2014/2015","Lazio","Sampdoria","3","0","1"
"2015-01-06","2014/2015","Cesena","Napoli","1","4","2"
"2015-01-06","2014/2015","Chievo","Torino","0","0","X"
"2015-01-06","2014/2015","Empoli","Verona","0","0","X"
"2015-01-06","2014/2015","Genoa","Atalanta","2","2","X"
"2015-01-06","2014/2015","Juventus","Inter","1","1","X"
"2015-01-06","2014/2015","Milan","Sassuolo","1","2","2"
"2015-01-06","2014/2015","Palermo","Cagliari","5","0","1"
